symbol,name,industry,is_cycle_stock,notes,total_mv,circ_mv,amount,list_date,list_days,asof_date,universe_method,bias_notes
301338.SZ,凯格精机,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2571800.0,1873899.9999999998,1800782.866,20220816,1409,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
000766.SZ,通化金马,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2571800.0,2570500.0,1532490.4810000001,19970430,10648,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
300088.SZ,长信科技,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2570200.0,2557600.0,4545227.14,20100526,5874,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600816.SH,建元信托,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2569400.0,1427400.0,186604.59,19940128,11836,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
300677.SZ,英科医疗,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2567900.0,1826100.0000000002,497191.875,20170721,3261,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002157.SZ,正邦科技,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2562300.0,2157200.0,383622.07499999995,20070817,6887,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600208.SH,衢州发展,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2561200.0,2560899.9999999995,294183.641,19990623,9864,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
603063.SH,禾望电气,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2560400.0,2549800.0,1784748.726,20170728,3254,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002497.SZ,雅化集团,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2559800.0,2353300.0,1599341.749,20101109,5707,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600704.SH,物产中大,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2554600.0,2554600.0,225765.796,19960606,10976,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
301285.SZ,鸿日达,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2550100.0,2550100.0,464979.402,20220928,1366,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002171.SZ,楚江新材,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2549600.0,2535200.0,2864693.139,20070921,6852,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002603.SZ,以岭药业,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2544500.0,2096500.0,235708.17500000002,20110728,5446,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600397.SH,江钨装备,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2542200.0,2542200.0,2989878.536,20020702,8759,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600552.SH,凯盛科技,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2541900.0,2541900.0,4695351.571,20021108,8630,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
603283.SH,赛腾股份,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2541400.0,2541400.0,1807892.0860000001,20171225,3104,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
300762.SZ,上海瀚讯,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2539500.0,2539500.0,1713112.0329999998,20190314,2660,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002957.SZ,科瑞技术,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2539200.0,2531300.0,3223266.582,20190726,2526,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
601399.SH,国机重装,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2532000.0,2532000.0,271508.72500000003,20200608,2208,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600977.SH,中国电影,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2529800.0,2529800.0,927239.723,20160809,3607,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
000050.SZ,深天马A,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2528300.0,2528300.0,1691170.0210000002,19950315,11425,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
000791.SZ,甘肃能源,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2514000.0,1500100.0,355420.71400000004,19971014,10481,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
000564.SZ,供销大集,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2510100.0,2098200.0,331134.96400000004,19940110,11854,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
000932.SZ,华菱钢铁,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2508100.0,2508100.0,584157.453,19990803,9823,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600888.SH,新疆众和,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2503600.0,2503600.0,1089569.357,19960215,11088,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
603738.SH,泰晶科技,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2499000.0,2499000.0,4258947.448,20160928,3557,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
603444.SH,吉比特,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2492300.0,2492300.0,960547.473,20170104,3459,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
688169.SH,石头科技,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2487400.0,2487400.0,848294.5660000001,20200221,2316,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
688625.SH,呈和科技,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2486000.0,2486000.0,728141.4909999999,20210607,1844,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
300024.SZ,机器人,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2483100.0,2482400.0,959898.899,20091030,6082,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600862.SH,中航高科,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2482400.0,2482400.0,354630.191,19940520,11724,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
000959.SZ,首钢股份,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2481600.0,2384500.0,138681.453,19991216,9688,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
688582.SH,芯动联科,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2474700.0,1541300.0,787012.315,20230630,1091,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
688380.SH,中微半导,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2471900.0,2471900.0,1437983.4039999999,20220805,1420,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
000830.SZ,鲁西化工,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2471800.0,2471600.0,730639.83,19980807,10184,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
601636.SH,旗滨集团,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2470500.0,2470500.0,2217991.363,20110812,5431,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
688507.SH,索辰科技,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2468300.0,1363800.0,2168174.712,20230418,1164,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
603728.SH,鸣志电器,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2464300.0,2464300.0,746750.024,20170509,3334,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600166.SH,福田汽车,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2462300.0,2462300.0,500136.368,19980602,10250,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
000750.SZ,国海证券,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2458700.0,2231500.0,417472.806,19970709,10578,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
300503.SZ,昊志机电,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2456000.0,1920100.0,1576991.291,20160309,3760,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
603667.SH,五洲新春,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2454900.0,2346300.0,1567219.19,20161025,3530,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600312.SH,平高电气,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2453300.0,2453300.0,276005.428,20010221,9255,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
601865.SH,福莱特,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2448300.0,1986600.0,266395.484,20190215,2687,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600575.SH,淮河能源,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2443900.0,1325200.0,137873.492,20030328,8490,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
688352.SH,颀中科技,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2443500.0,751900.0,1002509.5819999999,20230420,1162,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
601000.SH,唐山港,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2441500.0,2441500.0,103852.78099999999,20100705,5834,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
603198.SH,迎驾贡酒,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2439200.0,2439200.0,294617.461,20150528,4046,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600998.SH,九州通,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2435500.0,2435500.0,154079.252,20101102,5714,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
000029.SZ,深深房A,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2433000.0,2144400.0,385556.275,19930915,11971,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002244.SZ,滨江集团,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2426900.0,2150900.0,257406.63499999998,20080529,6601,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002152.SZ,广电运通,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2423800.0,2422600.0,178587.231,20070813,6891,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
603950.SH,长源东谷,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2421600.0,2419600.0,1050266.823,20200526,2221,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600153.SH,建发股份,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2418200.0,2418200.0,266313.451,19980616,10236,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
603203.SH,快克智能,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2415800.0,2370900.0,1620955.527,20161108,3516,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
605090.SH,九丰能源,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2409300.0,2404600.0,824688.96,20210525,1857,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
603766.SH,隆鑫通用,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2408800.0,2408800.0,245946.515,20120810,5067,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
601099.SH,太平洋,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2406200.0,2406200.0,962187.81,20071228,6754,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
688661.SH,和林微纳,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2405600.0,2405600.0,847631.933,20210329,1914,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
688279.SH,峰岹科技,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2405000.0,1954600.0,405263.326,20220420,1527,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
688709.SH,成都华微,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2402800.0,836600.0,467614.289,20240207,869,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
601155.SH,新城控股,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2402200.0,2402200.0,155665.66,20151204,3856,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002149.SZ,西部材料,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2394700.0,2394300.0,2070987.348,20070810,6894,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600345.SH,长江通信,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2393600.0,1536300.0,1466332.8229999999,20001222,9316,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
300131.SZ,英唐智控,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2392600.0,2197100.0,2358366.804,20101019,5728,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
000887.SZ,中鼎股份,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2390700.0,2386900.0,709231.7359999999,19981203,10066,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
603885.SH,吉祥航空,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2389300.0,2389300.0,565210.098,20150527,4047,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
301345.SZ,涛涛车业,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2386800.0,766700.0,270698.525,20230321,1192,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002192.SZ,融捷股份,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2386200.0,2381300.0,3387441.989,20071205,6777,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
300012.SZ,华测检测,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2381200.0,2025200.0,447315.25,20091030,6082,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
301369.SZ,联动科技,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2379600.0,1275700.0,665080.604,20220922,1372,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
603730.SH,岱美股份,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2376300.0,2376300.0,194512.854,20170728,3254,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
300724.SZ,捷佳伟创,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2373600.0,1960800.0000000002,1018087.2220000001,20180810,2876,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002716.SZ,湖南白银,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2371400.0,1952900.0,804930.679,20140128,4531,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
300383.SZ,光环新网,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2365600.0,2361300.0,1214202.803,20140129,4530,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600566.SH,济川药业,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2365200.0,2357200.0,193622.632,20010822,9073,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
000738.SZ,航发控制,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2362100.0,2362100.0,285479.67,19970626,10591,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
001287.SZ,中电港,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2360200.0,2360200.0,1454179.724,20230410,1172,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002841.SZ,视源股份,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2358400.0,1758500.0,147836.889,20170119,3444,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002326.SZ,永太科技,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2357200.0,2059199.9999999998,1942039.61,20091222,6029,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002768.SZ,国恩股份,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2352900.0,1373899.9999999998,481627.79600000003,20150630,4013,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002498.SZ,汉缆股份,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2352000.0,2352000.0,487529.441,20101109,5707,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
603301.SH,振德医疗,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2351700.0,2351700.0,200633.297,20180412,2996,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
001301.SZ,尚太科技,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2347800.0,1673500.0,265010.347,20221228,1275,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
003021.SZ,兆威机电,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2345500.0,1817900.0,477366.273,20201204,2029,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002980.SZ,华盛昌,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2345400.0,1254200.0,877330.0569999999,20200415,2262,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
688005.SH,容百科技,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2344300.0,2343900.0,721267.239,20190722,2530,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
601016.SH,节能风电,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2342900.0,2161700.0,610829.809,20140929,4287,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002318.SZ,久立特材,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2337400.0,2283600.0,395145.485,20091211,6040,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002670.SZ,国盛证券,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2335600.0,1959400.0,456234.639,20120416,5183,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600161.SH,天坛生物,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2335300.0,2335300.0,159266.62,19980616,10236,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600546.SH,山煤国际,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2331400.0,2331400.0,283760.554,20030731,8365,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600737.SH,中粮糖业,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2331300.0,2331300.0,514769.024,19960731,10921,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
603530.SH,神马电力,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2331100.0,2308300.0,145406.876,20190805,2516,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600602.SH,云赛智联,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2327800.0,1828500.0,488905.05,19901219,12972,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002065.SZ,东华软件,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2327200.0,2111200.0,287845.22099999996,20060823,7246,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
000155.SZ,川能动力,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2324300.0,2324300.0,424594.985,20000926,9403,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
688603.SH,天承科技,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2324000.0,883600.0,1970916.582,20230710,1081,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
301196.SZ,唯科科技,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2319400.0,1522500.0,1253658.279,20220111,1626,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600095.SH,湘财股份,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2318800.0,2318800.0,367056.91500000004,19970708,10579,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002645.SZ,华宏科技,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2315800.0,2091699.9999999998,1895507.143,20111220,5301,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600596.SH,新安股份,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2314600.0,2314600.0,1894078.7969999998,20010906,9058,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600595.SH,中孚实业,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2312600.0,2312600.0,492226.717,20020626,8765,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002624.SZ,完美世界,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2312400.0,2178700.0,1682810.713,20111028,5354,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
000683.SZ,博源化工,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2311900.0,2078800.0,384398.052,19970131,10737,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002815.SZ,崇达技术,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2311600.0,1455600.0,1389372.134,20161012,3543,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
688006.SH,杭可科技,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2310900.0,2310900.0,582848.051,20190722,2530,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
300843.SZ,胜蓝股份,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2308100.0,2262900.0,1071974.313,20200702,2184,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
002007.SZ,华兰生物,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2305800.0,1987400.0,152675.624,20040625,8035,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
300255.SZ,常山药业,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2305000.0,2301400.0,946556.15,20110819,5424,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
300699.SZ,光威复材,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2302800.0,2275300.0,472597.027,20170901,3219,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
605198.SH,安德利,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2302600.0,1864000.0,378635.48699999996,20200918,2106,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
000951.SZ,中国重汽,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2300600.0,2300600.0,441806.526,19991125,9709,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
600100.SH,同方股份,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2298300.0,2298300.0,194809.17700000003,19970627,10590,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
601106.SH,中国一重,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2297400.0,2297400.0,177374.525,20100209,5980,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
300627.SZ,华测导航,未知,False,top1000_largecap total_mv asof=20260625; current-snapshot universe; not point-in-time historical constituents,2284800.0,1891500.0,680043.961,20170321,3383,20260625,top1000_total_mv_largecap,current-snapshot universe; not point-in-time historical constituents
